id,language,sentence
495,Italian,Le sue regole non si applicano a me.
495,English,Your rules don't apply to me.
495,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8467213
496,English,She said that she'd retire this year.
496,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7392766
497,Turkish,Sanırım onunla gitmeliyiz.
497,English,I think we should go with her.
497,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4003835
498,Portuguese,Pensar é não saber.
498,Esperanto,Pensi estas ne scii.
498,Hungarian,"Gondolkodni annyi, mint nem tudni."
498,Interlingua,Pensar es non saper.
498,Spanish,Pensar es no saber.
499,Portuguese,"Agora que percebi isso, não tenho para onde correr."
499,English,"Now that I notice it, I have nowhere to run."
499,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9769261
500,English,"Some day, your wishes will come true."
500,Mongolian,Хэзээ нэгэн өдөр таны хүсэл биелэх болно.
500,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3754801
501,Kabyle,Tḥulfaḍ-as ihi i wayen?
501,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9448100
502,Turkish,Ben korktuğum zaman onu her zaman yaparım.
502,English,I always do that when I'm scared.
502,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5847828
503,Hungarian,Öt éve halott.
503,Esperanto,Li estas morta ekde kvin jaroj.
503,French,Il est mort depuis 5 ans.
503,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4827963
504,Russian,"«Купи на это, что тебе нравится», — сказал Том и вручил своей дочери Мэри купюру в пять евро."
504,Japanese,トムは「これで好きなもの買いな」と言って娘のメアリーに5ユーロ札を渡した。
504,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4878959
505,Italian,Pensavano sul serio che il bambino sarebbe cresciuto a latte di soia e broccoli?
505,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4332025
506,Hungarian,Nem ő az egyetlen helyes lány az irodában.
506,German,Sie ist nicht das einzige hübsche Mädchen im Büro.
506,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7255318
507,Portuguese,As regras devem ser aplicadas.
507,Italian,Le regole devono essere applicate.
507,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1691131
508,English,Tom and Mary got up to put on their jackets.
508,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7471719
509,Mandarin Chinese,怎麼了？
509,German,Was ist los?
509,English,What's happened?
510,Dutch,We gaan liever naar de dierentuin dan naar het park.
510,English,We would rather go to the zoo than to the park.
510,Esperanto,Ni preferas iri al la bestejo ol al la parko.
510,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4481709
511,English,Tom is very friendly to us.
511,German,Tom ist sehr freundlich zu uns.
511,Esperanto,Tom estas tre afabla al ni.
511,Hungarian,Tom nagyon barátságos velünk.
511,Italian,Tom è molto amichevole con noi.
512,Indonesian,Saya belajar tentang sejarah seni.
512,English,I study art history.
512,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4184013
513,Esperanto,Ĉu mi lasu la lumon ŝaltita?
513,German,Soll ich das Licht anlassen?
513,French,Dois-je laisser la lumière ?
513,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5181782
514,English,Ann loves chocolate.
514,Arabic,آن تعشق الشوكولاتة.
514,Berber,Ann tḥemmel ccikula.
514,Bulgarian,Ан обича шоколад.
515,Hungarian,Dehogynem francia Tom.
515,German,Tom ist doch Franzose.
515,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9988494
516,English,Tom told Mary that he didn't think John was boring.
516,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6258105
517,German,Die Papiere für deine Reise sind jetzt in Ordnung.
517,Cebuano,Ariglado na ang papelis para sa imung byahi.
517,Esperanto,La dokumentoj por via vojaĝo nun estas en ordo.
517,Hungarian,Most vannak rendben a papírjaid az utazáshoz.
517,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4669510
518,Spanish,"""¿Están los taxis en uso?"" ""Sí, lo están."""
518,Japanese,タクシーが使われていますか？はい、使われています。
518,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8574748
519,Esperanto,La somero estas preskaŭ finita.
519,Danish,Sommeren lakker mod enden.
519,English,Summer is almost over.
519,French,L'été est presque terminé.
520,Turkish,Neredeydim tahmin et.
520,French,Devine où j'ai été.
520,Dutch,Raad eens waar ik geweest ben?
520,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3631179
521,Toki Pona,jan lili li lon ale.
521,Esperanto,Estis infanoj ĉie.
521,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9070063
522,Russian,Старик сегодня какой-то странный.
522,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9176350
523,French,Tom a vécu la moitié de sa vie à Boston.
523,English,Tom lived half of his life in Boston.
523,Kabyle,Tom yedder azgen n tudert-is di Boston.
523,Russian,Том полжизни прожил в Бостоне.
524,Esperanto,Japanaj oficistoj laboras multege.
524,French,Les employés de bureau japonais travaillent très dur.
524,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1355574
525,English,The separatists would break off all contacts with any person who doesn't agree with their unreasonable ideas.
525,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8178087
526,English,Nothing I heard at the meeting made me change my mind.
526,Esperanto,"Nenio, kion mi aŭdis ĉe la kunsido, instigis min ŝanĝi mian opinion."
526,Spanish,Nada de lo que escuché en la reunión me hizo cambiar de opinión.
526,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/553104
527,Spanish,Le voy a mostrar algunos.
527,Arabic,سأريه بعضا منهم.
527,English,I will show you some.
527,Esperanto,Mi al vi montros kelkajn.
527,French,Je vais vous en montrer quelques-uns.
528,Kabyle,Ad terwel ɣer Tawrirt Meqran.
528,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9334555
529,Japanese,"今
いま
朝
ちょう
食
しょく
が済
す
んだところです。"
529,German,Ich bin gerade mit dem Frühstück fertig geworden.
529,English,I just finished breakfast.
530,Spanish,No le creas a la gente que dice saberlo todo.
530,English,Don't believe people who claim that they know everything.
530,Kabyle,Ur ttamen ara wid i d-yeqqaren nessen kullec.
530,Portuguese,Não acredite nas pessoas que dizem saber tudo.
530,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1415526
531,German,"Ich habe versucht, die Tür zu öffnen, aber war nicht erfolgreich, weil sie verschlossen war."
531,Esperanto,"Mi provis malfermi la pordon, sed ne sukcesis, ĉar ĝi estis ŝlosita."
531,French,J'ai tenté d'ouvrir la porte mais je n'ai pas pu puisqu'elle était verrouillée.
531,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1460255
532,Latvian,Šo problēmu ir grūti atrisināt.
532,Mandarin Chinese,这个问题很难解决。
532,English,This problem is difficult to solve.
532,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2528375
533,German,Sie hatte Sommersprossen auf den Wangen.
533,English,Her cheeks were freckled.
533,Hungarian,Szeplős volt.
533,Ido,Elu havis lentigini sur la vangi.
533,Japanese,"彼
かの
女
じょ
の頬
ほお
には、そばかすがあったよ。"
534,Portuguese,"Primeiro, vamos falar sobre o que Tom fez."
534,English,"First, let's talk about what Tom did."
534,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4203312
535,English,I was only in Australia for three days.
535,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7159571
536,English,Pay attention to everything Tom and Mary say.
536,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6508604
537,English,"The golden age is before us, not behind us."
537,Finnish,"Kultainen aikakausi on edessämme, ei takanamme."
537,Interlingua,"Le etate auree es ante nos, non detra nos."
537,Portuguese,"A idade de ouro está à nossa frente, não atrás de nós."
537,Turkish,"Altın çağ bizim önümüzde, arkamızda değil."
538,German,Auf seinem Boot und in seinem Leben segelt er hart am Wind.
538,Esperanto,En sia boato kaj en sia vivo li ĉiam pretas riski ĝislime.
538,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1259029
539,German,"Solche Schwierigkeiten hat der Mann vom Lande nicht erwartet; das Gesetz soll doch jedem und immer zugänglich sein, denkt er."
539,Esperanto,"Tiajn malfacilaĵojn la kamparano ne atendis; la leĝo ja estu alirebla por ĉiu kaj ĉiam, li pensas."
539,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1397233
540,French,Elles auraient pu vous rencontrer à l'aéroport.
540,Berber,Llant zemrent ad kent-id-mlilent deg unafag.
540,Esperanto,Ili povus renkonti vin en la flughaveno.
540,Italian,Avrebbero potuto incontrarvi all'aeroporto.
541,Hungarian,Vegyük példának Angliát.
541,English,Take England for example.
541,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8428036
542,French,Ils sont mariés depuis cinquante ans.
542,Russian,Они уже пятьдесят лет женаты.
542,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8643685
543,Esperanto,Ĉu vi kutimiĝis al la vivo en dormejo?
543,German,"Haben Sie sich schon daran gewöhnt, im Studentenwohnheim zu wohnen?"
543,English,Have you gotten used to living in the dorm?
544,French,Je suis sure que vous êtes occupée.
544,English,I'm sure you're busy.
544,Russian,"Я уверена, что Вы заняты."
544,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8403291
545,Russian,Ты нам больше не нужен.
545,Mandarin Chinese,我们不再需要你了
545,German,Wir brauchen dich nicht mehr.
545,English,We don't need you anymore.
546,Kabyle,Yella wayen ara slent.
546,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8150628
547,English,School will start next Monday.
547,Berber,Tizrawin ad bdunt aynass.
547,Mandarin Chinese,下周一开学。
547,Esperanto,Venontlunde la lernejo komenciĝos.
548,Berber,Ur d-ttasen ara tanezzayt.
548,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7343184
549,English,We really should be going.
549,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8579795
550,Turkish,Bu mağaza bu akşam saat dokuzda kapanıyor.
550,English,This shop shuts down at nine o'clock this evening.
550,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4820078
551,Russian,Мы уже едем туда.
551,English,We're on our way there.
551,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9525638
552,Russian,Наша поездка прошла очень гладко.
552,English,We had a very smooth ride.
552,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3022212
553,English,Sami sat down there.
553,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7288598
554,English,Tom thought that something bad might happen.
554,Ukrainian,"Том думав, що, можливо, сталося щось погане."
554,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6124645
555,Hungarian,Tom melegen tartotta magát.
555,English,Tom kept warm.
555,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4451946
556,Hebrew,תספרי לי בארוחת הערב.
556,English,Tell me over dinner.
556,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5473167
557,Turkish,Esperanto herkesin dilidir.
557,English,Esperanto is everyone's language.
557,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4055798
558,English,Algeria needs investments.
558,Berber,Zzayer tesri iseftiyen.
558,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8574962
559,Polish,"Jeśli zaczniesz od poświęcania się tym których kochasz, skończysz nienawidząc tych, którym się poświęciłeś."
559,English,"If you begin by sacrificing yourself to those you love, you will end by hating those to whom you have sacrificed yourself."
559,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3049774
560,Russian,Я ещё не сделал уроки.
560,English,I haven't yet done my homework.
560,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8994937
561,Esperanto,Tio pruvas ĉion.
561,English,This proves everything!
561,French,Ça prouve tout.
561,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5323968
562,Hungarian,Enikő kórházban nővér.
562,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3941858
563,English,After she had weaned Lo-ruhamah she became pregnant and gave birth to a son.
563,Esperanto,"Kiam ŝi demamigis Lo-Ruĥaman, ŝi gravediĝis kaj naskis filon."
563,Hebrew,"וַתִּגְמֹל אֶת לֹא רֻחָמָה, וַתַּהַר, וַתֵּלֶד בֵּן."
563,Russian,"И, откормив грудью Непомилованную, она зачала, и родила сына."
564,Russian,Мы проголосовали за этого кандидата.
564,English,We voted for the candidate.
564,French,Nous avons voté pour le candidat.
564,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2748259
565,Ukrainian,"Я ненавиджу всіх, і всі нанвидять мене."
565,Czech,Všechny nenávidím a všichni nenávidí mě.
565,English,"I hate everyone, and everyone hates me."
565,French,Je déteste tout le monde et tout le monde me déteste.
566,Finnish,"Liivisi on nurinperin, sinun täytyy kääntää se ympäri."
566,English,"You need to reverse your vest, it's back to front."
566,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3213059
567,Russian,Том интересуется политикой.
567,Spanish,Tom está interesado en la política.
567,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5237641
568,English,I didn't know how to do that.
568,Esperanto,Mi ne sciis kiel fari tion.
568,Hebrew,לא ידעתי איך לעשות את זה.
568,Italian,Io non sapevo come farlo.
569,English,You write.
569,Dutch,Je schrijft.
569,Spanish,Tú escribes.
569,Turkish,Yazıyorsun.
570,Russian,Что ты придумываешь?
570,Esperanto,Kion vi elpensas?
570,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7129336
571,Russian,"Том делал вид, что не знает ответа."
571,German,"Tom tat so, als wüsste er die Antwort nicht."
571,English,Tom pretended not to know the answer.
571,French,Tom faisait semblant de ne pas savoir la réponse.
572,Turkish,O muhtemelen bir baskı hatası.
572,English,That's probably a misprint.
572,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4798499
573,Berber,Ɣas gemt akken ay kent-yenṣeḥ yemsujji.
573,English,You'd better do as the doctor advised you.
573,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1867152
574,Japanese,"彼
かの
女
じょ
が拒
こば
んだらどうしよう。"
574,English,And what if she rejects me?
574,Vietnamese,Nhỡ cô ấy từ chối tôi thì sao đây?
575,Turkish,Dikkat buyurursanız iki olay arasında önemli farklar var.
575,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9938542
576,English,That wasn't them.
576,Italian,Non erano loro.
576,Russian,Это были не они.
576,Turkish,O onlar değildi.
576,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3909228
577,Esperanto,Ŝi ne tre lertas pri tenisado.
577,French,Elle n'est pas très douée au tennis.
577,Hungarian,Nem túl jó a teniszben.
577,Portuguese,Ela não é lá muito boa tenista.
578,Polish,Piach tańczył w podmuchach wiatru.
578,Japanese,風でほこりが舞っていた。
578,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/716721
579,English,Tom started playing drums when he was thirteen.
579,Italian,Tom ha iniziato a suonare la batteria quando aveva tredici anni.
579,Portuguese,Tom começou a tocar bateria quando tinha treze anos.
579,Turkish,Tom on üç yaşında davul çalmaya başladı.
579,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1092877
580,Kabyle,Teswam-as-t.
580,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8129105
581,Ukrainian,Чому ти обрав цю пісню?
581,English,Why did you pick that song?
581,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6070013
582,Danish,De blå øjne har Tom fra sin mor.
582,German,Die blauen Augen hat Tom von seiner Mutter.
582,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7415025
583,Japanese,街道沿いに家が並んでいた。
583,German,Häuser reihten sich an der Landstraße.
583,English,Houses were lined up alongside the highway.
583,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/184641
584,German,Einen Verleumder soll man nur reden lassen und sich das nicht zu Herzen nehmen; denn das wäre Zeitverschwendung.
584,Japanese,"悪
わる
口
ぐち
言
い
いたい奴
やつ
には言
い
いたいだけ言
い
わせときゃいいんだよ。そんなの気
き
にするだけ時
じ
間
かん
の無
む
駄
だ
だって。"
584,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7366752
585,English,Sami wrote Layla a note.
585,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6575926
586,English,Trump is following in the footsteps of his predecessors as far war in the Middle East is concerned.
586,Esperanto,"Trump sekvas la paŝojn de siaj antaŭuloj, kiom temas pri la milito en Mezoriento."
586,Portuguese,"Trump está seguindo os passos de seus antecessores, no que concerne à guerra no Oriente Médio."
586,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5880641
587,English,When did you find out Tom had been in prison?
587,Berber,Melmi ay teẓramt Tom yella deg tkurmut?
587,Turkish,Tom'un hapishanede olduğunu ne zaman öğrendiniz?
588,Italian,Si sono corrette.
588,English,They corrected themselves.
588,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8292919
589,French,"Le musée Rodin, à Paris, est magnifique."
589,English,The Rodin museum in Paris is magnificent.
589,Italian,Il museo Rodin a Parigi è magnifico.
589,Kabyle,"Asalay n Rodin, deg Paris, ack-it."
589,Portuguese,"O museu Rodin, em Paris, é magnífico."
590,Russian,"Эта машина не указала, что она собирается повернуть направо."
590,English,That car didn't indicate it was going to turn right.
590,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8817797
591,Turkish,Bunu nasıl ele almamız gerektiğini düşünüyorsun?
591,English,How do you think we need to be handling this?
591,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5878400
592,Portuguese,Um ponto é um ponto pequeno.
592,English,A point is a little point.
592,Spanish,Un punto es un punto pequeño.
592,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/873882
593,French,"Certains poissons suivent le cours de l'eau; d'autres vont à contre-courant. Entre les deux, il y a un gouffre."
593,Kabyle,"Llan iselman yekkan d uzraref n waman, llan wiyaḍ teddun mgal. Gar-asen d maylellif."
593,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8081356
594,Lingua Franca Nova,Nos nesesa un modo de labora completa diferente.
594,French,Il nous faut une méthode de travail complètement différente.
594,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9694101
595,French,Je sais que tu as une petite amie.
595,English,I know you have a girlfriend.
595,Esperanto,"Mi scias, ke vi havas amikinon."
595,Russian,"Я знаю, что у тебя есть девушка."
595,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1970334
596,Czech,Právě si čtu.
596,English,I'm reading.
596,Russian,Я читаю.
596,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7210640
597,Esperanto,Hodiaŭ estas suna tago.
597,Danish,I dag er det en solskinsdag.
597,English,Today is a sunny day.
597,French,Aujourd'hui est un jour ensoleillé.
598,English,Frédéric Chopin wrote his first composition at age seven.
598,Dutch,Frederik Chopin komponeerde zijn eerste werk toen hij zeven jaar oud was.
598,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6560576
599,French,Il se met aussitôt à crier mais le regrette plus tard.
599,German,"Er schreit sofort los, jedoch bereut er es später."
599,Russian,"Он сразу начинает кричать, а потом жалеет об этом."
599,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5149138
600,English,Yanni heard a voice as clear as day in his head telling him not to go there.
600,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8818645
601,English,Armed policemen escorted Tom out of the courtroom.
601,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8373430
602,Russian,Часто дрочишь?
602,German,Wichst du oft?
602,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1530537
603,English,Tom didn't offer to help.
603,Esperanto,Tomo ne proponis helpi.
603,Italian,Tom non si offrì di aiutare.
604,French,Combien ça va me coûter ?
604,English,How much is it going to cost me?
604,Kabyle,Acḥal ad yi-id-tesqam.
604,Russian,Сколько это будет мне стоить?
605,Italian,Mangiò qualcosa.
605,English,He ate something.
605,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8485068
606,German,"Ich glaube nicht, dass Tom allein gelassen werden kann."
606,English,I don't think Tom can be left alone.
606,Russian,"Не думаю, что Тома можно оставить одного."
606,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2214057
607,English,I know that Tom is a bit snobbish.
607,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7520900
608,Kabyle,Ad neddu ɣer Wekfadu.
608,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9551743
609,English,Sami was just joking around.
609,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7199230
610,Ukrainian,Я запропоную тобі чесну ціну.
610,English,I'll give you a fair price.
610,Italian,Ti farò un prezzo equo.
610,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6053567
611,French,"S’il vous plaît, laissez-moi un peu me reposer."
611,Esperanto,Bonvolu lasi min iom ripozi.
611,Japanese,"少
すこ
し休
やす
ませてください。"
611,Kabyle,Eǧǧ-iyi ad steεfuɣ ciṭṭ ma ulac aɣilif.
612,Esperanto,Ĉu vi rabis miajn ŝuojn?
612,French,Est-ce que tu m'as chouré mes godasses ?
612,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3307581
613,Mandarin Chinese,所有文章都必须在规定时间内交上来。
613,German,Alle Aufsätze müssen rechtzeitig eingereicht werden.
613,English,All essays must be handed in on time.
613,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3783103
614,Italian,Cercò di raggiungerla.
614,English,He tried to reach her.
614,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8879687
615,Turkish,Hiçbir şey görmedim veya duymadım.
615,English,I haven't seen or heard anything.
615,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6037299
616,Turkish,Cevaplardan biri doğru.
616,English,One of the answers is correct.
616,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5049538
617,Hungarian,Szeretnék külföldön tanulni.
617,Japanese,"留
りゅう
学
がく
したいものだ。"
617,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/727555
618,Finnish,Tomi pettyi.
618,English,Tom was disappointed.
618,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7334055
619,Berber,"Mer ad iyi-d-tessuter Mary lemεawna, ad tt-εawneɣ."
619,English,"If Mary asks me to help her, I will."
619,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7675902
620,Vietnamese,Tôi tin rằng mặc dù khó khăn thách thức chúng ta phải đối mặt nhưng chúng ta hoàn toàn sẽ có thể vượt qua
620,Esperanto,"Mi kredas, ke malgraŭ la malfacilaĵoj kaj defioj, kiujn ni devos alfronti, ni tamen tute transpasos ilin."
620,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/667481
621,English,I'll help you clean your room.
621,Italian,La aiuterò a pulire la sua stanza.
621,Russian,Я помогу тебе убрать твою комнату.
622,Russian,"Вы до сих пор убеждены, что это Том сделал?"
622,English,Are you still convinced Tom was the one who did it?
622,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9202381
623,Kabyle,Tẓeddmeḍ ɣer Tizi n Beṛbeṛ.
623,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9339715
624,Toki Pona,mi wile ala e pona sina.
624,English,I don't need your help.
624,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4694356
625,English,Her eyes remind me of a cat.
625,French,Ses yeux me font penser à ceux d'un chat.
625,Japanese,彼女の目を見ると猫を連想します。
625,Turkish,Onun gözleri bana bir kediyi hatırlatıyor.
625,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/309829
626,Serbian,Додати још воде!
626,English,Add more water to it.
626,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5894309
627,Turkish,Sana bahsettiğim kız Boston'dan.
627,English,The girl I told you about is from Boston.
627,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6801976
628,Polish,Koronawirus powoduje uporczywy kaszel.
628,English,The coronavirus causes persistent coughing.
628,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8666257
629,Italian,Gli dissi di indossare un cappello.
629,English,I told him to wear a hat.
629,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5470982
630,Esperanto,Mi neniam ĉasadis.
630,English,I've never hunted.
630,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7776926
631,German,Ist das hier euer Hund?
631,English,Is this your dog?
631,Esperanto,Ĉu tiu hundo ĉi tie estas via?
631,Hungarian,Ez itt a ti kutyátok?
631,Russian,Это ваша собака?
632,Italian,Io sono in stazione adesso.
632,English,I'm at the station now.
632,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4263697
633,Berber,Yella kra n wugur ay tesɛid ed tmesliwt-nnek?
633,English,Is there something wrong with your hearing?
633,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7351026
634,Esperanto,Tio estas nenio por mi.
634,German,Das ist nichts für mich.
634,Dutch,Dat is niets voor mij.
634,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/594309
635,Turkish,Bunu nasıl yapacağımı bana söyleyebileceğini umuyordum.
635,English,I was hoping you could tell me how to do this.
635,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4231718
636,Russian,Я редко могу найти время для чтения.
636,Mandarin Chinese,我很少能抽出时间看书。
636,English,I can seldom find time for reading.
636,Esperanto,Mi malofte povas trovi tempo por legado.
636,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/2171747
637,English,"Then she saw her sisters rise from the water, they were as pale as she was, their beautiful long hair no longer floated on the breeze, for it had been cut off. ""We have given it to the witch to obtain her help, so that you may not die to-night! she has given us a knife, here it is, look how sharp it is! Before the sun rises, you must plunge it into the prince's heart, and when his warm blood sprinkles your feet they will join together and grow into a tail, and you will once more be a mermaid."""
637,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/7741373
638,English,He's an old codger.
638,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3583537
639,French,"Comme tu es adulte, à présent, tu devrais bien mieux le savoir."
639,Esperanto,"Ĉar nun vi estas plenkreska, vi devus ĝin pli bone scii."
639,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1863971
640,Turkish,Saçımı taramalıyım.
640,English,I have to comb my hair.
640,French,Il faut que je me coiffe.
640,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/815730
641,Kabyle,Anta ara yeddun yid-s s aɣerbaz ?
641,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/8928447
642,Macedonian,Шпанија е земјата на дворците.
642,English,Spain is the land of castles.
642,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4365342
643,Italian,Il cane si ribellò contro il suo padrone.
643,English,The dog rebelled against his master.
643,Esperanto,La hundo ribelis kontraŭ sia mastro.
643,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/3806862
644,Italian,Ha bevuto una tazza di tè e poi ne ha chiesta un'altra.
644,English,He drank a cup of tea and then asked for another.
644,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/5432138
645,Russian,Увидимся в ресторане.
645,English,I'll see you at the restaurant.
645,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4023603
646,Berber,Skura d Mellal ur llin ara sɛan asegzawal tafṛansit-tasangot.
646,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/9721634
647,Hungarian,Mindannyian meg vannak rémülve.
647,English,They're all terrified.
647,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/4366606
648,Mandarin Chinese,湯姆在打呼。
648,Spanish,Tom está roncando.
648,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/6031581
649,Esperanto,"La komisiito de fundamentaj rajtoj plenumas agadon de fundamentjura defendo, lian proceduron povas iniciati iu ajn."
649,Hungarian,"Az alapvető jogok biztosa alapjogvédelmi tevékenységet lát el, eljárását bárki kezdeményezheti."
649,error,Not enough sentences in https://tatoeba.org/eng/sentences/show/1756427
650,English,I hate black humor.
650,Esperanto,Mi malŝatas nigran humuron.
650,French,Je déteste l'humour noir.
650,Hungarian,Nem szeretem a fekete humort.
650,Italian,Odio l'humor nero.
651,English,Here's your pudding.
651,Mandarin Chinese,这是你的布丁。
